"","spp","ncells","nrecords","span"
"3424","Trifolium kingii",18,39,68291.3815557824
"3425","Draba densifolia",81,120,68271.2535759596
"3426","Poa rhizomata",11,15,68208.7218056862
"3427","Tripterocalyx crux-maltae",2,2,68129.3220123996
"3428","Epilobium campestre",221,288,68046.5005354965
"3429","Verbena lasiostachys",755,1015,68023.0464112097
"3430","Sidalcea ranunculacea",58,96,67992.1625378789
"3431","Holocarpha heermannii",139,223,67961.4789731534
"3432","Tonella tenella",129,174,67933.5294941863
"3433","Acmispon micranthus",358,494,67892.7130366965
"3434","Agoseris retrorsa",608,789,67863.7890579424
"3435","Epilobium nivium",16,19,67839.7554567937
"3436","Cordylanthus pilosus",177,264,67835.1191249715
"3437","Penstemon azureus",239,368,67812.0642223774
"3438","Mimulus pygmaeus",19,28,67805.9804342711
"3439","Menodora spinescens",198,280,67797.2090301716
"3440","Eschscholzia parishii",277,401,67738.5452016865
"3441","Hoffmannseggia microphylla",160,335,67689.3181004073
"3442","Silene sargentii",241,335,67688.3986451092
"3443","Chorizanthe corrugata",205,238,67675.1138088592
"3444","Brickellia nevinii",147,258,67555.8813790782
"3445","Mimulus leptaleus",81,111,67540.8654179201
"3446","Prunus emarginata",873,1311,67435.5976590484
"3447","Buddleja utahensis",80,143,67425.3728990157
"3448","Salvia carduacea",354,470,67401.6652805699
"3449","Packera eurycephala",141,232,67267.7102387516
"3450","Hackelia velutina",61,73,67253.328577624
"3451","Gilia latiflora",481,760,67247.2158126428
"3452","Nemophila spatulata",169,220,67246.178908018
"3453","Arnica dealbata",96,142,67228.7807579969
"3454","Taxus brevifolia",258,367,67227.9300416019
"3455","Smilax californica",37,46,67213.9616219964
"3456","Allium monticola",54,92,67167.4122822347
"3457","Phoenicaulis cheiranthoides",246,373,67122.424420811
"3458","Delphinium gypsophilum",175,310,67083.4872404453
"3459","Micranthes oregana",203,300,67074.6894259952
"3460","Viola hallii",58,84,67073.7949554978
"3461","Eriogonum gossypinum",55,100,67049.4608423899
"3462","Cryptantha barbigera",779,1115,67032.6486356339
"3463","Downingia pulchella",85,117,67027.1155049441
"3464","Salix lasiandra",885,1711,66983.8610551947
"3465","Pectiantia ovalis",21,29,66968.6524123139
"3466","Phacelia distans",1866,2635,66932.9176086753
"3467","Cardamine bellidifolia",28,47,66812.1725114229
"3468","Palafoxia arida",643,932,66782.3591487383
"3469","Heterotheca grandiflora",675,900,66776.2710518221
"3470","Dalea mollissima",320,397,66760.6393954928
"3471","Sedum oreganum",2,2,66758.8911611511
"3472","Euphorbia setiloba",295,378,66745.5201698673
"3473","Monotropa uniflora",10,11,66708.0605740684
"3474","Draba asterophora",12,21,66688.776367964
"3475","Collinsia callosa",114,163,66628.3653932621
"3476","Asclepias cordifolia",300,363,66616.3193333798
"3477","Juncus duranii",24,52,66579.9367572074
"3478","Lagophylla ramosissima",520,708,66559.0287399388
"3479","Agrostis pallens",684,1057,66558.3144445204
"3480","Astragalus casei",59,108,66498.0224178319
"3481","Monardella robisonii",38,128,66439.043461478
"3482","Salix lasiolepis",2156,4942,66389.9992944953
"3483","Trifolium microcephalum",862,1148,66379.4350887851
"3484","Cryptantha glomeriflora",81,116,66323.6963881628
"3485","Lupinus lapidicola",22,34,66297.4763205717
"3486","Mentzelia obscura",162,198,66232.1817655867
"3487","Quercus lobata",616,946,66179.2236013704
"3488","Mentzelia crocea",30,38,66167.1237180497
"3489","Madia gracilis",1218,1805,66165.1304599503
"3490","Hosackia gracilis",177,259,66142.664350731
"3491","Erysimum insulare",43,102,66111.6278525123
"3492","Campanula wilkinsiana",19,31,66070.2246475521
"3493","Selaginella bigelovii",556,785,66031.0110608421
"3494","Monardella douglasii",28,49,65959.5679450536
"3495","Acamptopappus sphaerocephalus",422,632,65855.2419439142
"3496","Linanthus dichotomus",473,585,65832.911712028
"3497","Amblyopappus pusillus",148,286,65824.0297497451
"3498","Porophyllum gracile",422,622,65807.0915197156
"3499","Lomatium dasycarpum",530,733,65787.0310708673
"3500","Juncus bolanderi",90,115,65753.6272643439
"3501","Chorizanthe robusta",46,91,65751.3619736165
"3502","Toxicodendron diversilobum",591,817,65749.9043043883
"3503","Orobanche cooperi",171,227,65738.3943871625
"3504","Eriogonum gilmanii",10,14,65729.559116139
"3505","Lactuca biennis",9,19,65702.9323032611
"3506","Ericameria ericoides",256,522,65614.2921784506
"3507","Phoradendron leucarpum",964,1548,65593.9969581345
"3508","Carex fissuricola",108,161,65524.0144801782
"3509","Cardamine californica",1001,1432,65505.4485458377
"3510","Chamaebatia foliolosa",286,396,65450.8328670562
"3511","Adiantum jordanii",623,880,65443.8818231144
"3512","Sidalcea celata",12,15,65440.4724000358
"3513","Sagittaria sanfordii",34,49,65440.4277486819
"3514","Lupinus hyacinthinus",49,69,65399.3809005307
"3515","Monoptilon bellioides",677,855,65380.487034562
"3516","Symphoricarpos mollis",844,1217,65229.0893795461
"3517","Calycadenia villosa",51,112,65222.384824478
"3518","Trifolium eriocephalum",47,64,65202.9606461191
"3519","Ligusticum apiifolium",67,96,65191.7375776923
"3520","Crepis modocensis",64,86,65171.2876598715
"3521","Fritillaria eastwoodiae",56,69,65001.8952998244
"3522","Phacelia inyoensis",17,30,65000.987662161
"3523","Kobresia myosuroides",8,24,64940.6872895666
"3524","Eriophorum gracile",48,80,64936.7190032114
"3525","Mimulus guttatus",2012,2701,64786.7725691906
"3526","Oxalis oregana",172,222,64783.7693954366
"3527","Claytonia parviflora",1233,1758,64783.2241216842
"3528","Dryopteris arguta",859,1221,64778.9558391929
"3529","Acmispon americanus",1094,1430,64772.6211760316
"3530","Galium jepsonii",25,36,64768.2059376886
"3531","Chlorogalum purpureum",30,76,64669.6335300192
"3532","Calochortus elegans",31,44,64647.3074553189
"3533","Ipomopsis congesta",124,185,64647.3000674704
"3534","Stephanomeria cichoriacea",135,216,64615.9444254475
"3535","Packera greenei",93,128,64593.610921782
"3536","Penstemon albomarginatus",29,84,64575.4448729726
"3537","Clarkia virgata",25,30,64566.7840033057
"3538","Orcuttia viscida",28,107,64525.5081285809
"3539","Malus fusca",35,62,64508.2658261423
"3540","Trichostema lanceolatum",461,598,64460.5803959425
"3541","Lilium kelloggii",35,63,64426.4376297873
"3542","Isocoma acradenia",344,516,64387.7638304266
"3543","Atriplex elegans",89,118,64373.2192477262
"3544","Larrea tridentata",882,1420,64360.3989103048
"3545","Pedicularis attollens",311,401,64319.1470422007
"3546","Rosa woodsii",438,633,64317.0926948303
"3547","Frasera neglecta",94,187,64311.5634609719
"3548","Malacothrix phaeocarpa",27,35,64193.6749746443
"3549","Carex unilateralis",11,14,64182.8130826737
"3550","Sisyrinchium bellum",995,1340,64153.2614387661
"3551","Turritis glabra",568,745,64100.7859339962
"3552","Plagiobothrys glyptocarpus",52,80,64057.8178394612
"3553","Coleogyne ramosissima",258,343,64020.4498082353
"3554","Xanthisma gracile",38,53,63898.4650243654
"3555","Calochortus amoenus",85,99,63896.4055186643
"3556","Navarretia eriocephala",35,65,63877.2169735038
"3557","Eriogonum reniforme",329,468,63812.4093533782
"3558","Romneya trichocalyx",87,131,63798.7994058837
"3559","Solidago elongata",603,912,63724.034293056
"3560","Lathyrus glandulosus",11,16,63710.5252186986
"3561","Collinsia concolor",218,299,63696.1566675467
"3562","Pseudognaphalium leucocephalum",55,89,63691.2140995233
"3563","Clarkia tembloriensis",56,105,63638.5429325436
"3564","Lasthenia debilis",40,57,63637.297585871
"3565","Lomatium lucidum",148,209,63610.5412732612
"3566","Draba cana",12,15,63591.8111721662
"3567","Ranunculus hydrocharoides",4,7,63420.6297728956
"3568","Trichophorum pumilum",6,15,63409.0421438933
"3569","Penstemon floridus",67,115,63361.8231441742
"3570","Malacothrix incana",88,295,63341.7361831652
"3571","Gilia tricolor",392,510,63285.0192973927
"3572","Clarkia concinna",266,400,63250.5658588864
"3573","Boechera johnstonii",17,30,63219.379759614
"3574","Hieracium scouleri",100,120,63205.048351802
"3575","Lasthenia platycarpha",49,68,63201.1742682088
"3576","Lupinus albifrons",1184,1967,63170.6266708813
"3577","Astragalus funereus",5,7,63115.8587222307
"3578","Dichelostemma capitatum",1583,1977,63100.9551189692
"3579","Erigeron linearis",49,70,63067.4886669362
"3580","Phlox pulvinata",35,41,63045.2588785132
"3581","Opuntia oricola",45,61,62999.8223910496
"3582","Lycium cooperi",443,637,62999.2218015761
"3583","Lomatium parvifolium",104,186,62956.4301673225
"3584","Cryptantha circumscissa",924,1229,62938.8016567893
"3585","Eschscholzia glyptosperma",322,423,62920.4562958292
"3586","Hieracium parryi",5,7,62912.7164189883
"3587","Senecio scorzonella",229,331,62832.3851407564
"3588","Clematis ligusticifolia",632,961,62815.1641225432
"3589","Cryptantha utahensis",390,518,62811.5652507276
"3590","Leptosiphon aureus",426,539,62806.7707442767
"3591","Festuca elmeri",105,143,62804.3187656224
"3592","Micranthes howellii",21,34,62803.9756399405
"3593","Boechera subpinnatifida",90,131,62772.7076085285
"3594","Agoseris glauca",65,83,62767.7947919131
"3595","Arctostaphylos pechoensis",27,56,62764.0811603772
"3596","Elymus sierrae",101,162,62762.0138269731
"3597","Cylindropuntia californica",144,191,62757.3280733871
"3598","Lysimachia thyrsiflora",6,9,62716.5006079995
"3599","Horkelia daucifolia",49,74,62666.6246496446
"3600","Cinna bolanderi",22,34,62666.414653513
"3601","Stellaria longifolia",8,12,62664.5177283405
"3602","Astragalus rattanii",116,187,62654.3966407988
"3603","Pyrrocoma hirta",20,24,62653.670901289
"3604","Lasthenia californica",742,1146,62633.0175524186
"3605","Mentzelia desertorum",72,80,62618.1841724773
"3606","Silene bolanderi",34,47,62540.8289033735
"3607","Thuja plicata",55,106,62505.4823054252
"3608","Tetracoccus hallii",86,220,62496.1890769709
"3609","Sanicula saxatilis",12,27,62435.744948424
"3610","Pinus quadrifolia",69,150,62401.302997667
"3611","Crassula connata",761,963,62353.5578432229
"3612","Gilia interior",59,94,62320.8392896205
"3613","Ceanothus pumilus",132,217,62300.2780221043
"3614","Opuntia basilaris",350,452,62203.3016093198
"3615","Drymocallis cuneifolia",14,34,62203.1535677594
"3616","Sclerocactus johnsonii",4,4,62176.0790452776
"3617","Ceanothus crassifolius",587,982,62157.7451325196
"3618","Stipa cernua",579,811,62153.7048163845
"3619","Phacelia grisea",46,81,62075.0152246148
"3620","Prunus andersonii",184,292,62048.3211444152
"3621","Drymocallis rhomboidea",20,23,62046.5085742053
"3622","Brodiaea minor",100,123,62032.9141783371
"3623","Limnanthes douglasii",466,641,62030.4216837413
"3624","Bothriochloa barbinodis",172,238,62001.3392440978
"3625","Plagiobothrys glaber",5,11,61984.2921745326
"3626","Juncus leiospermus",62,165,61978.1771059683
"3627","Atriplex hymenelytra",406,649,61896.6218552862
"3628","Navarretia setiloba",30,54,61869.9547650246
"3629","Eriophyllum jepsonii",33,55,61862.6642505248
"3630","Dudleya pulverulenta",171,219,61846.6794425832
"3631","Dichelostemma volubile",142,171,61824.4878756204
"3632","Eremalche rotundifolia",341,392,61811.870447837
"3633","Chaenactis alpigena",104,140,61760.7090218421
"3634","Boechera bodiensis",23,42,61718.3737577743
"3635","Eschscholzia caespitosa",450,595,61695.3630549441
"3636","Caulanthus simulans",80,105,61694.9233694324
"3637","Agastache parvifolia",42,57,61643.8057451164
"3638","Cynoglossum occidentale",172,222,61631.2851860329
"3639","Lomatium ravenii",18,30,61524.7299842296
"3640","Hesperidanthus jaegeri",10,27,61340.3782057696
"3641","Atriplex subtilis",28,68,61324.3680898138
"3642","Fagonia pachyacantha",83,115,61299.6300923456
"3643","Astragalus trichopodus",489,794,61277.0214816504
"3644","Gayophytum eriospermum",73,90,61192.3516033306
"3645","Solidago velutina",1017,1513,61122.6520959007
"3646","Lupinus pratensis",68,99,61092.7183481338
"3647","Triglochin palustris",21,52,61000.0297080567
"3648","Clinopodium chandleri",29,61,60991.2182173566
"3649","Lomatium marginatum",117,148,60939.7331765102
"3650","Cymopterus cinerarius",55,75,60937.3388552861
"3651","Cryptantha nevadensis",731,989,60919.5404135464
"3652","Hieracium nudicaule",59,78,60835.9907875457
"3653","Lomatium mohavense",339,443,60831.8760567539
"3654","Leptosiphon breviculus",289,434,60710.5336898666
"3655","Plantago erecta",1085,1510,60685.5766720151
"3656","Minuartia douglasii",755,1008,60676.8568460261
"3657","Hydrophyllum tenuipes",25,37,60639.0139900902
"3658","Tonestus peirsonii",50,73,60631.429789204
"3659","Tetradymia stenolepis",167,212,60603.0766715147
"3660","Gutierrezia californica",514,762,60582.1471909188
"3661","Pseudognaphalium roseum",2,4,60545.9081324884
"3662","Eriodictyon tomentosum",118,183,60543.8666402216
"3663","Calochortus leichtlinii",220,276,60533.577775822
"3664","Plagiobothrys tenellus",485,619,60516.6820544656
"3665","Clarkia rubicunda",192,327,60479.370586202
"3666","Epilobium brachycarpum",691,937,60477.5914892243
"3667","Arctostaphylos parryana",220,1404,60475.5296560276
"3668","Pectocarya platycarpa",394,459,60439.8640216562
"3669","Astragalus inversus",33,45,60431.8573743599
"3670","Pinus sabiniana",359,500,60431.012135648
"3671","Lupinus tracyi",27,37,60367.1024773349
"3672","Lupinus leucophyllus",41,53,60316.2225617303
"3673","Eriogonum argillosum",18,27,60304.7555400411
"3674","Navarretia leptalea",307,474,60219.8618034904
"3675","Fritillaria pluriflora",61,97,60169.8156453782
"3676","Phacelia brachyloba",369,486,60122.5704750977
"3677","Ribes sanguineum",474,751,60054.9903327455
"3678","Linanthus bellus",21,31,59881.9497556355
"3679","Erigeron chrysopsidis",20,26,59841.961911071
"3680","Ceanothus incanus",185,316,59820.0733827748
"3681","Petalonyx thurberi",398,615,59745.530485571
"3682","Asarum caudatum",176,227,59733.8887464819
"3683","Cymopterus deserticola",15,25,59706.8086275781
"3684","Euphorbia polycarpa",857,1108,59650.6530721154
"3685","Astragalus atratus",11,15,59581.773592514
"3686","Lonicera subspicata",779,1142,59573.4028619993
"3687","Potentilla glaucophylla",28,35,59541.0523962927
"3688","Limnanthes montana",26,33,59538.4530815358
"3689","Trifolium lemmonii",43,64,59522.781967546
"3690","Pseudognaphalium californicum",1017,1384,59460.9270713417
"3691","Funastrum hirtellum",292,399,59442.8028174247
"3692","Physaria cordiformis",2,3,59406.6448929224
"3693","Astragalus lentiginosus",1336,2238,59293.3955032864
"3694","Psorothamnus emoryi",297,497,59288.1698251042
"3695","Botrychium montanum",3,5,59260.4979624034
"3696","Penstemon newberryi",785,1300,59257.5603287487
"3697","Arctostaphylos manzanita",799,1643,59221.0901664182
"3698","Hesperocallis undulata",244,317,59210.4456322143
"3699","Perityle megalocephala",42,84,59209.8610285432
"3700","Penstemon pseudospectabilis",48,74,59205.2814441809
"3701","Stachys stricta",46,51,59109.0519238445
"3702","Dudleya lanceolata",408,576,59056.2152356153
"3703","Delphinium parryi",917,1355,58989.851651161
"3704","Penstemon rupicola",32,41,58975.767916804
"3705","Penstemon filiformis",28,39,58930.7895541738
"3706","Acanthomintha obovata",57,95,58929.5565759488
"3707","Mentzelia torreyi",21,39,58882.0254105174
"3708","Agoseris grandiflora",544,705,58835.1600745786
"3709","Suaeda taxifolia",188,395,58774.1259591043
"3710","Cryptantha corollata",142,200,58706.8263075279
"3711","Clarkia xantiana",116,178,58669.010352352
"3712","Eucephalus tomentellus",34,61,58656.4062375511
"3713","Dudleya edulis",114,172,58634.8177330391
"3714","Ivesia lycopodioides",161,308,58630.3272891461
"3715","Castilleja lemmonii",224,335,58562.6313881896
"3716","Downingia bicornuta",196,283,58561.3249763787
"3717","Monardella stebbinsii",13,15,58533.8716092552
"3718","Mimulus torreyi",216,301,58528.8954588446
"3719","Mammillaria dioica",64,82,58527.4832019216
"3720","Jensia yosemitana",48,99,58472.954980528
"3721","Xylorhiza tortifolia",600,835,58417.268438008
"3722","Penstemon laetus",419,563,58415.7707871005
"3723","Calystegia occidentalis",424,522,58400.6304019213
"3724","Mimulus alsinoides",10,15,58395.0451159864
"3725","Phacelia eisenii",60,72,58392.8685740172
"3726","Kallstroemia californica",102,153,58360.4817259841
"3727","Oxalis californica",197,277,58302.3418968446
"3728","Trientalis latifolia",283,332,58298.2241086296
"3729","Astragalus macrodon",54,100,58295.8524878737
"3730","Penstemon labrosus",173,282,58286.7762661988
"3731","Boechera inyoensis",95,115,58276.7596107615
"3732","Psorothamnus arborescens",392,585,58249.2322193433
"3733","Barbarea orthoceras",855,1193,58240.5368293307
"3734","Erigeron sanctarum",34,57,58198.2156874943
"3735","Lathyrus rigidus",14,25,58180.620813355
"3736","Carex viridula",8,26,58137.8231455685
"3737","Comarostaphylis diversifolia",175,431,58126.0149668303
"3738","Carex halliana",13,26,58114.1199618416
"3739","Trifolium hydrophilum",33,47,58113.7241124075
"3740","Erigeron filifolius",51,72,57990.2737737826
"3741","Calochortus kennedyi",246,309,57966.408834354
"3742","Lilium parvum",105,140,57956.3165567033
"3743","Ribes indecorum",440,714,57929.0616383554
"3744","Oreonana vestita",58,130,57928.5439457915
